AssetID;AssetPortalLink;AssetName;Description;ReadyDate;Theme;Sku;Campaign;Audience;SubAudience;Market;ToProductionStatus_ID;ToAssetType_ID;ToContentManager_ID
AID13508;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13508;AssetName 13508;AssetDescription 13508;2020-10-03;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;104
AID13509;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13509;AssetName 13509;AssetDescription 13509;2020-10-04;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;104
AID13510;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13510;AssetName 13510;AssetDescription 13510;2020-10-05;Single;60710;Previous Campaing;Kids;Girls;Global;Done;202;104
AID13511;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13511;AssetName 13511;AssetDescription 13511;2020-10-06;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;104
AID13512;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13512;AssetName 13512;AssetDescription 13512;2020-10-07;Single;60710;Previous Campaing;Kids;Girls;Global;Done;202;104
AID13513;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13513;AssetName 13513;AssetDescription 13513;2020-10-08;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;104
AID13514;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13514;AssetName 13514;AssetDescription 13514;2020-10-09;Single;60710;Previous Campaing;Kids;Girls;Global;Done;202;104
AID13515;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13515;AssetName 13515;AssetDescription 13515;2020-10-10;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;202;104
AID13516;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13516;AssetName 13516;AssetDescription 13516;2020-10-11;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;202;104
AID13517;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13517;AssetName 13517;AssetDescription 13517;2020-10-12;Single;60710;Next;Kids;Girls;Global;Ongoing;202;104
AID13518;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13518;AssetName 13518;AssetDescription 13518;2020-10-13;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;104
AID13519;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13519;AssetName 13519;AssetDescription 13519;2020-10-14;Single;60710;Next;Kids;Girls;Global;Ongoing;202;104
AID13520;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13520;AssetName 13520;AssetDescription 13520;2020-10-15;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;104
AID13521;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13521;AssetName 13521;AssetDescription 13521;2020-10-16;Single;60710;Next;Kids;Girls;Global;Ongoing;202;104
AID13522;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13522;AssetName 13522;AssetDescription 13522;2020-10-17;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;104
AID13523;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13523;AssetName 13523;AssetDescription 13523;2020-10-18;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;104
AID13524;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13524;AssetName 13524;AssetDescription 13524;2020-10-19;Single;60710;Next;Kids;Girls;Global;Ongoing;202;104
AID13525;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13525;AssetName 13525;AssetDescription 13525;2020-10-20;Duplo;60710;Campaign;Kids;Boys;Global;Ongoing;202;104
AID13526;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13526;AssetName 13526;AssetDescription 13526;2020-10-21;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;202;104
AID13527;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13527;AssetName 13527;AssetDescription 13527;2020-10-22;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;104
AID13528;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13528;AssetName 13528;AssetDescription 13528;2020-10-23;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;202;104
AID13529;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13529;AssetName 13529;AssetDescription 13529;2020-10-24;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;104
AID13530;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13530;AssetName 13530;AssetDescription 13530;2020-10-25;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;104
AID13531;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13531;AssetName 13531;AssetDescription 13531;2020-10-26;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;202;104
AID13532;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13532;AssetName 13532;AssetDescription 13532;2020-10-27;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;104
AID13533;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13533;AssetName 13533;AssetDescription 13533;2020-10-28;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;202;104
AID13534;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13534;AssetName 13534;AssetDescription 13534;2020-10-29;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;202;104
AID13535;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13535;AssetName 13535;AssetDescription 13535;2020-10-30;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;202;104
AID13536;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13536;AssetName 13536;AssetDescription 13536;2020-10-31;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;202;104
AID13537;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13537;AssetName 13537;AssetDescription 13537;2020-11-01;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;202;104
AID13538;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13538;AssetName 13538;AssetDescription 13538;2020-11-02;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;202;104
AID13539;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13539;AssetName 13539;AssetDescription 13539;2020-11-03;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;202;104
AID13540;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13540;AssetName 13540;AssetDescription 13540;2020-11-04;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;202;104
AID13541;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13541;AssetName 13541;AssetDescription 13541;2020-11-05;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;202;104
AID13542;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13542;AssetName 13542;AssetDescription 13542;2020-11-06;Single;60710;Next;Kids;Girls;Global;Confidential;202;104
AID13543;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13543;AssetName 13543;AssetDescription 13543;2020-11-07;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;104
AID13544;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13544;AssetName 13544;AssetDescription 13544;2020-11-08;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;104
AID13545;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13545;AssetName 13545;AssetDescription 13545;2020-11-09;Single;60710;Next;Kids;Girls;Global;Confidential;202;104
AID13546;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13546;AssetName 13546;AssetDescription 13546;2020-11-10;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;104
AID13547;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13547;AssetName 13547;AssetDescription 13547;2020-11-11;Single;60710;Next;Kids;Girls;Global;Confidential;202;104
AID13548;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13548;AssetName 13548;AssetDescription 13548;2020-11-12;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;104
AID13549;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13549;AssetName 13549;AssetDescription 13549;2020-11-13;Single;60710;Next;Kids;Girls;Global;Confidential;203;104
AID13550;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13550;AssetName 13550;AssetDescription 13550;2020-11-14;Duplo;60710;Campaign;Kids;Boys;Global;Confidential;203;104
AID13551;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13551;AssetName 13551;AssetDescription 13551;2020-11-15;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;203;104
AID13552;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13552;AssetName 13552;AssetDescription 13552;2020-11-16;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;203;104
AID13553;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13553;AssetName 13553;AssetDescription 13553;2020-11-17;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;203;104
AID13554;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13554;AssetName 13554;AssetDescription 13554;2020-11-18;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;203;104
AID13555;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13555;AssetName 13555;AssetDescription 13555;2020-11-19;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;203;104
AID13556;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13556;AssetName 13556;AssetDescription 13556;2020-11-20;Single;60710;Latest Campaign;Kids;Girls;Global;Done;203;104
AID13557;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13557;AssetName 13557;AssetDescription 13557;2020-11-21;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;203;104
AID13558;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13558;AssetName 13558;AssetDescription 13558;2020-11-22;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;104
AID13559;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13559;AssetName 13559;AssetDescription 13559;2020-11-23;Single;60710;Previous Campaing;Kids;Girls;Global;Done;203;104
AID13560;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13560;AssetName 13560;AssetDescription 13560;2020-11-24;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;104
AID13561;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13561;AssetName 13561;AssetDescription 13561;2020-11-25;Single;60710;Previous Campaing;Kids;Girls;Global;Done;203;104
AID13562;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13562;AssetName 13562;AssetDescription 13562;2020-11-26;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;104
AID13563;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13563;AssetName 13563;AssetDescription 13563;2020-11-27;Single;60710;Previous Campaing;Kids;Girls;Global;Done;203;104
AID13564;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13564;AssetName 13564;AssetDescription 13564;2020-11-28;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;104
AID13565;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13565;AssetName 13565;AssetDescription 13565;2020-11-29;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;104
AID13566;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13566;AssetName 13566;AssetDescription 13566;2020-11-30;Single;60710;Previous Campaing;Kids;Girls;Global;Done;203;104
AID13567;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13567;AssetName 13567;AssetDescription 13567;2020-12-01;Duplo;60710;Next;Kids;Boys;Global;Done;203;104
AID13568;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13568;AssetName 13568;AssetDescription 13568;2020-12-02;Single;60710;Next;Kids;Girls;Global;Done;203;104
AID13569;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13569;AssetName 13569;AssetDescription 13569;2020-12-03;Duplo;60710;Next;Kids;Boys;Global;Done;203;104
AID13570;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13570;AssetName 13570;AssetDescription 13570;2020-12-04;Single;60710;Next;Kids;Girls;Global;Done;203;104
AID13571;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13571;AssetName 13571;AssetDescription 13571;2020-12-05;Duplo;60710;Next;Kids;Boys;Global;Done;203;104
AID13572;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13572;AssetName 13572;AssetDescription 13572;2020-12-06;Duplo;60710;Next;Kids;Boys;Global;Done;203;104
AID13573;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13573;AssetName 13573;AssetDescription 13573;2020-12-07;Single;60710;Next;Kids;Girls;Global;Done;203;104
AID13574;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13574;AssetName 13574;AssetDescription 13574;2020-12-08;Duplo;60710;Next;Kids;Boys;Global;Ongoing;203;104
AID13575;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13575;AssetName 13575;AssetDescription 13575;2020-12-09;Single;60710;Campaign;Kids;Girls;Global;Ongoing;203;104
AID13576;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13576;AssetName 13576;AssetDescription 13576;2020-12-10;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;104
AID13577;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13577;AssetName 13577;AssetDescription 13577;2020-12-11;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;203;104
AID13578;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13578;AssetName 13578;AssetDescription 13578;2020-12-12;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;104
AID13579;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13579;AssetName 13579;AssetDescription 13579;2020-12-13;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;104
AID13580;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13580;AssetName 13580;AssetDescription 13580;2020-12-14;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;203;104
AID13581;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13581;AssetName 13581;AssetDescription 13581;2020-12-15;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;104
AID13582;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13582;AssetName 13582;AssetDescription 13582;2020-12-16;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;203;104
AID13583;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13583;AssetName 13583;AssetDescription 13583;2020-12-17;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;104
AID13584;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13584;AssetName 13584;AssetDescription 13584;2020-12-18;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;104
AID13585;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13585;AssetName 13585;AssetDescription 13585;2020-12-19;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;104
AID13586;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13586;AssetName 13586;AssetDescription 13586;2020-12-20;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;104
AID13587;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13587;AssetName 13587;AssetDescription 13587;2020-12-21;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;104
AID13588;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13588;AssetName 13588;AssetDescription 13588;2020-12-22;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;104
AID13589;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13589;AssetName 13589;AssetDescription 13589;2020-12-23;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;104
AID13590;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13590;AssetName 13590;AssetDescription 13590;2020-12-24;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;104
AID13591;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13591;AssetName 13591;AssetDescription 13591;2020-12-25;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;104
AID13592;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13592;AssetName 13592;AssetDescription 13592;2020-12-26;Duplo;60710;Next;Kids;Boys;Global;Ongoing;203;104
AID13593;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13593;AssetName 13593;AssetDescription 13593;2020-12-27;Duplo;60710;Next;Kids;Boys;Global;Ongoing;203;104
AID13594;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13594;AssetName 13594;AssetDescription 13594;2020-12-28;Single;60710;Next;Kids;Girls;Global;Confidential;203;104
AID13595;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13595;AssetName 13595;AssetDescription 13595;2020-12-29;Duplo;60710;Next;Kids;Boys;Global;Confidential;203;104
AID13596;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13596;AssetName 13596;AssetDescription 13596;2020-12-30;Single;60710;Next;Kids;Girls;Global;Confidential;203;104
AID13597;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13597;AssetName 13597;AssetDescription 13597;2020-12-31;Duplo;60710;Next;Kids;Boys;Global;Confidential;203;104
AID13598;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13598;AssetName 13598;AssetDescription 13598;2020-01-01;Single;60710;Next;Kids;Girls;Global;Confidential;203;104
AID13599;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13599;AssetName 13599;AssetDescription 13599;2020-01-02;Duplo;60710;Next;Kids;Boys;Global;Confidential;204;104
AID13600;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13600;AssetName 13600;AssetDescription 13600;2020-01-03;Duplo;60710;Campaign;Kids;Boys;Global;Confidential;204;105
AID13601;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13601;AssetName 13601;AssetDescription 13601;2020-01-04;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;204;105
AID13602;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13602;AssetName 13602;AssetDescription 13602;2020-01-05;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;204;105
AID13603;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13603;AssetName 13603;AssetDescription 13603;2020-01-06;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;204;105
AID13604;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13604;AssetName 13604;AssetDescription 13604;2020-01-07;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;204;105
AID13605;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13605;AssetName 13605;AssetDescription 13605;2020-01-08;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;204;105
AID13606;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13606;AssetName 13606;AssetDescription 13606;2020-01-09;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;204;105
AID13607;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13607;AssetName 13607;AssetDescription 13607;2020-01-10;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;204;105
AID13608;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13608;AssetName 13608;AssetDescription 13608;2020-01-11;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;204;105
AID13609;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13609;AssetName 13609;AssetDescription 13609;2020-01-12;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;204;105
AID13610;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13610;AssetName 13610;AssetDescription 13610;2020-01-13;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;204;105
AID13611;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13611;AssetName 13611;AssetDescription 13611;2020-01-14;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;204;105
AID13612;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13612;AssetName 13612;AssetDescription 13612;2020-01-15;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;204;105
AID13613;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13613;AssetName 13613;AssetDescription 13613;2020-01-16;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;204;105
AID13614;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13614;AssetName 13614;AssetDescription 13614;2020-01-17;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;204;105
AID13615;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13615;AssetName 13615;AssetDescription 13615;2020-01-18;Single;60710;Previous Campaing;Kids;Girls;Global;Done;204;105
AID13616;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13616;AssetName 13616;AssetDescription 13616;2020-01-19;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;204;105
AID13617;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13617;AssetName 13617;AssetDescription 13617;2020-01-20;Single;60710;Next;Kids;Girls;Global;Done;204;105
AID13618;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13618;AssetName 13618;AssetDescription 13618;2020-01-21;Duplo;60710;Next;Kids;Boys;Global;Done;204;105
AID13619;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13619;AssetName 13619;AssetDescription 13619;2020-01-22;Single;60710;Next;Kids;Girls;Global;Done;204;105
AID13620;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13620;AssetName 13620;AssetDescription 13620;2020-01-23;Duplo;60710;Next;Kids;Boys;Global;Done;204;105
AID13621;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13621;AssetName 13621;AssetDescription 13621;2020-01-24;Duplo;60710;Next;Kids;Boys;Global;Done;204;105
AID13622;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13622;AssetName 13622;AssetDescription 13622;2020-01-25;Single;60710;Next;Kids;Girls;Global;Done;204;105
AID13623;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13623;AssetName 13623;AssetDescription 13623;2020-01-26;Duplo;60710;Next;Kids;Boys;Global;Done;204;105
AID13624;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13624;AssetName 13624;AssetDescription 13624;2020-01-27;Single;60710;Next;Kids;Girls;Global;Done;204;105
AID13625;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13625;AssetName 13625;AssetDescription 13625;2020-01-28;Duplo;60710;Campaign;Kids;Boys;Global;Done;204;105
AID13626;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13626;AssetName 13626;AssetDescription 13626;2020-01-29;Single;60710;Latest Campaign;Kids;Girls;Global;Done;204;105
AID13627;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13627;AssetName 13627;AssetDescription 13627;2020-01-30;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;204;105
AID13628;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13628;AssetName 13628;AssetDescription 13628;2020-01-31;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;204;105
AID13629;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13629;AssetName 13629;AssetDescription 13629;2020-02-01;Single;60710;Latest Campaign;Kids;Girls;Global;Done;204;105
AID13630;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13630;AssetName 13630;AssetDescription 13630;2020-02-02;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;204;105
AID13631;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13631;AssetName 13631;AssetDescription 13631;2020-02-03;Single;60710;Latest Campaign;Kids;Girls;Global;Done;204;105
AID13632;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13632;AssetName 13632;AssetDescription 13632;2020-02-04;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;204;105
AID13633;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13633;AssetName 13633;AssetDescription 13633;2020-02-05;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;204;105
AID13634;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13634;AssetName 13634;AssetDescription 13634;2020-02-06;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;204;105
AID13635;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13635;AssetName 13635;AssetDescription 13635;2020-02-07;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;204;105
AID13636;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13636;AssetName 13636;AssetDescription 13636;2020-02-08;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;204;105
AID13637;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13637;AssetName 13637;AssetDescription 13637;2020-02-09;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;204;105
AID13638;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13638;AssetName 13638;AssetDescription 13638;2020-02-10;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;204;105
AID13639;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13639;AssetName 13639;AssetDescription 13639;2020-02-11;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;204;105
AID13640;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13640;AssetName 13640;AssetDescription 13640;2020-02-12;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;204;105
AID13641;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13641;AssetName 13641;AssetDescription 13641;2020-02-13;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;204;105
AID13642;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13642;AssetName 13642;AssetDescription 13642;2020-02-14;Duplo;60710;Next;Kids;Boys;Global;Ongoing;204;105
AID13643;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13643;AssetName 13643;AssetDescription 13643;2020-02-15;Single;60710;Next;Kids;Girls;Global;Ongoing;204;105
AID13644;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13644;AssetName 13644;AssetDescription 13644;2020-02-16;Duplo;60710;Next;Kids;Boys;Global;Ongoing;204;105
AID13645;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13645;AssetName 13645;AssetDescription 13645;2020-02-17;Single;60710;Next;Kids;Girls;Global;Ongoing;204;105
AID13646;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13646;AssetName 13646;AssetDescription 13646;2020-02-18;Duplo;60710;Next;Kids;Boys;Global;Ongoing;204;105
AID13647;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13647;AssetName 13647;AssetDescription 13647;2020-02-19;Single;60710;Next;Kids;Girls;Global;Ongoing;204;105
AID13648;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13648;AssetName 13648;AssetDescription 13648;2020-02-20;Duplo;60710;Next;Kids;Boys;Global;Ongoing;204;105
AID13649;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13649;AssetName 13649;AssetDescription 13649;2020-02-21;Duplo;60710;Next;Kids;Boys;Global;Ongoing;205;105
AID13650;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13650;AssetName 13650;AssetDescription 13650;2020-02-22;Single;60710;Campaign;Kids;Girls;Global;Ongoing;205;105
AID13651;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13651;AssetName 13651;AssetDescription 13651;2020-02-23;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;205;105
AID13652;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13652;AssetName 13652;AssetDescription 13652;2020-02-24;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;205;105
AID13653;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID13653;AssetName 13653;AssetDescription 13653;2020-02-25;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;205;105
